seller_id,seller_zip_code_prefix,seller_city,seller_state
40e13e2371506c5379b3013e077be112,49885,sorocaba,SP
6d0f205d6b1144e33fe4521c9b573364,97396,sorocaba,SP
af1b1e9d2581046d3d2ba6d6d08dd58e,4453,porto alegre,RS
4d432491748ffc5bf4dbab8a389371e7,13611,duque de caxias,RJ
67b161b6931bb2eebb15d86c75da8329,58480,sao paulo,SP
0af961b4c99bc25576876cc7de831ae2,46471,ribeirao preto,SP
0c13a35cd9fcaf57fd78ccf60c2d0c5f,4827,campinas,SP
0fbddd75112e94b2a46ee1a0071ea0d8,69767,city_rr_2,RR
af02fef1a82435195572c38c5fd0ef88,21967,city_ro_2,RO
a8802edd1104d9b7741cbeabd5ec486d,74860,maringa,PR
dfb0bd137c77cb2d3b141d59f6c273b3,38880,campinas,SP
f1e2ef48e391879313d5b6b64222ba9b,92914,sao paulo,SP
81ab0abf5b8f4d21a2a5d6a43db42677,79688,sorocaba,SP
edb9fbbd7c909cce129e0ce173e5078e,65428,sorocaba,SP
9b3c2e64d04c40fc272012da3843b210,23145,recife,PE
0b429c13c5e2b04fbfc002cfa85af818,91627,contagem,MG
65ad41d775ebee55053eb040468ec697,45267,city_ap_1,AP
dd6cf7d12f7788825246c39aa5c90e88,24971,city_ms_2,MS
357d995c948686fc9eb7ec1c3c4a037f,17810,ribeirao preto,SP
60068fa03392845897a19cebc5ccbd86,39160,niteroi,RJ
916f367a583ab8bc8b29ea96ca2856d1,69461,campinas,SP
412bdab822419d26c369507f64f18faf,46638,campinas,SP
bdaa7690ab729a6e88a3a9e7bd714383,72962,sorocaba,SP
a8d1250131bafd6c3ee4449595ca2eee,23255,sorocaba,SP
263c87dbab855fde3dd6415d8edcbe7c,56634,fortaleza,CE
e133f6c4ef8aada2f56b3ae0bcda948d,90039,curitiba,PR
ca931e291b996923a5d48a0a4b16c9c7,74380,londrina,PR
0e4efbdd446c6743ac5021483aaa3d3c,54203,sorocaba,SP
67487d88e654293ba9f2aee3345e7c75,26207,rio de janeiro,RJ
473dca68357d8a340ae09ac8bae70479,62654,city_am_1,AM
2c688e5563e61ea0d6dfe4908b715baa,6658,city_ro_2,RO
35b5a88927e282268193b8cd6c8443f3,48946,city_es_2,ES
3892e90194c784ec9eb3a49521e3193e,76906,porto alegre,RS
99cfe9f0048c88b5a8245997f6dc8032,20405,contagem,MG
163df5d262f2215aa87f4454d2cc109c,77067,city_ac_1,AC
a8c3b8a6c19d3c2933e81d55600a41d1,19491,santos,SP
7b55f22b301f04731928d329fcc4c168,49798,maringa,PR
8a0c97919b6c274de8be6f3540ee34de,37982,santos,SP
9f4c5c2b3b52472e15b1418bdbcdaa4e,69186,ribeirao preto,SP
53f36a87a605778469640a54afa7f46d,91661,city_al_1,AL
b4d29d32688111922282be2109e49f2e,64032,city_am_2,AM
8f07306fa9124621b39bd6f30468f3d9,82906,city_al_2,AL
7679108bed0af1d440b50ba4fd486ab1,8605,sao paulo,SP
6abcf34f9d98e3d8609e4c75d5c1efcd,65950,sorocaba,SP
408222ad053a25d833088780603ebb85,19289,sorocaba,SP
7baf70b23aa030331fa3b384ac22acb1,66478,city_ap_2,AP
e206739c4c0a11680cf8f5db0b1c109b,12734,pelotas,RS
deb3c64659046d910b1d0161e0d9429a,71618,santos,SP
35f80db23ad056a192f18f9114266f6e,29490,sao paulo,SP
297035f456b6c498fe9fb59e2fb8daf9,17883,uberlandia,MG
8f4385b805a60dfd0561311a9aaf7bc4,84409,canoas,RS
9b56649808d2673ea1cb7245f60d7a60,98886,betim,MG
bedd319dee2bbc9cd7dcbe6fa2050128,32072,campinas,SP
f89a8ff15de2b5e84e5ba3e5cc2f379d,91254,city_to_2,TO
f87eefdf32e85636290c97c743195c4f,65728,city_ms_2,MS
10b9d765f2ae18d9bde5cc1a69585e17,47829,pelotas,RS
8fc4129ce3ad1d0903bf65881d524912,66035,campinas,SP
0b71057055ac1774ce779866b86bb2e2,58806,sao paulo,SP
3a27073dfc79a3d8d3804df5e2d97c9d,94426,ribeirao preto,SP
35a3b7ec0d80327f3dca754ac6db70ed,41198,city_rr_2,RR
e58e1dc4cf0db6cda79f56bae6a1bc25,90891,campinas,SP
d953c5be9d752fa9fc7bd227202e3d40,57590,sao paulo,SP
d5ca0dd9db0a0b1f619cdbb93c293436,61815,city_pa_2,PA
ac0593c1631886f2a6bbd572335cf720,76967,juiz de fora,MG
f6e2c4cedd06b818bb0fb8769e926895,59005,sao paulo,SP
b8edb5f6f1764e41e26dea8c98ec7c3d,65597,blumenau,SC
626bbd5a1d589dcd8954a012fba932bf,47238,feira de santana,BA
6b27d0f2561615bcf24477e055313878,32023,city_mt_2,MT
c5fcc61ee853f73769ecbaa7ea83c7fe,92262,niteroi,RJ
1c245307d69f835e26720a330a4fff86,21922,campinas,SP
4d0d4cea752e9252d8e5139ade7f20c6,38696,ponta grossa,PR
1fc6d690b6644fd56229043150e23284,54324,ribeirao preto,SP
c910d4b9cc91cd162ce39e058f3aea23,90117,sao paulo,SP
0e9005453313c0b916dde0eb8ba88166,52695,santos,SP
af2c01bfc726a1794df903075068d51a,99699,canoas,RS
2918982723f47b8d6c8338b517bb6ee8,36546,campinas,SP
6b045138ea013e55afc89d8ef5a825fb,21717,city_rn_2,RN
040e45e0213b5010f82d7df5b84b412d,70663,santos,SP
901b278c457343f3a164d85f258fa7ac,52754,duque de caxias,RJ
02ab9a36c3e009ad7e83cd57e609fb19,39415,sao paulo,SP
251cd7d16441ca745e7af200ff454aa2,54771,city_rr_2,RR
7b22e67ff4c5e9b2acbde58cffc5b6ab,4626,duque de caxias,RJ
64c399cd383252de105f3eab24e6d882,88258,santos,SP
334b19f1ea77b48398131ea1586c8aae,93027,sao paulo,SP
827fddb4b19ae2470c410efb8898d8d0,75570,canoas,RS
0132b2e7a6d6d95417c48c71601ce965,17515,duque de caxias,RJ
d7a7ea3f9880a0174c091ab4c341ef30,6552,sorocaba,SP
03065c7b95dda4187f9c3fe20d58a6ff,7198,ribeirao preto,SP
a8d2efc90f91ebe4ad4125d5dd8ee839,24607,ribeirao preto,SP
351c3778a4aeaba93d46efde22bc08e7,79700,sao paulo,SP
2dcdaa185496148ab67b24c2fd4ce8c5,38041,betim,MG
eb634bf4a00f1d09a49d300d2d4ef9f6,40118,canoas,RS
df221a6c02362d075d42759ad0376b9b,36220,sao paulo,SP
8891d8ba21915f2f2809603096ed5c08,35398,santos,SP
1af0a98662d1bdc3c0250674dfe2c6cf,95925,city_ma_2,MA
dfd1888b26d1a6c54d0eb274f49f377a,94605,city_se_2,SE
68e1ae31b43f6d040ea08dcd24876c24,42149,belo horizonte,MG
59fdb957a52b36b1d5e38f5da4c93ca5,68676,caxias do sul,RS
bc06336fb08edb2e500eae3eef528333,66331,sorocaba,SP
ae59f43236ce6eea12c1ae04b97f3382,76434,santos,SP
71eefd3bccfb507c1d708844b5eabfa8,99816,campinas,SP
e139cc93a2c81b6e1c150a43f5c4a4f2,1607,olinda,PE
0f137b046be3b9e97bcb62e33fefa0ad,59694,florianopolis,SC
c66c17e9ec5bc4b76d443491fd5b250b,99684,sorocaba,SP
b88b1b3689ee18eba5b3250ebe824bd0,21256,santos,SP
181cf2e80a47bcd5d2bbd80e6a6c3bc3,76806,city_ro_2,RO
1609676d597d67b3f2247a806fdfd796,91235,betim,MG
7e8d72ce123e6cbf83780e19bb0b7edd,31244,santos,SP
ffafe306e114a4107a79bd36797eedab,15507,sorocaba,SP
4c77fb2b2cf56fe33320b913a211a96a,50422,curitiba,PR
df41654f8238e0cbf33c5ea8ca3bb16e,36458,pelotas,RS
06b7e4aac4339c91ef3eb1677d186aa9,77524,sao paulo,SP
0341404bb88f0024abb781fb5429a5d3,95378,contagem,MG
e7f55729f75d0dd88bfdf53b9829fad3,43855,londrina,PR
04ad223cd328822f15960829d04a5768,98188,juiz de fora,MG
d8987ea5519079f2ca7c6ddcb497bfb5,95832,campinas,SP
35f3e7c3c90b1ee76faeb8b79a1b0e5d,2594,porto alegre,RS
a13329b2cc6644f9ba66a74c4216b0bf,67336,vitoria da conquista,BA
34d7872e088355b544d6e90ffa9dcaac,32228,campinas,SP
70e14ca805d2adbc955984a725104fd3,57060,uberlandia,MG
ce8f7db5da6ed0c25090553effb50189,95021,fortaleza,CE
17d75da6348cc75ccedbd97482d14f1c,95486,juiz de fora,MG
6d571bd6a3813621a0ebe0bbc5ff88f8,97041,sorocaba,SP
35b61958a62ad84b130aee0b1be68099,80057,sorocaba,SP
adc16840f5c7a16483bd62480007bfc0,32963,belo horizonte,MG
66b003f433db1d33e4c49fb6a8ba1a22,77685,sao paulo,SP
2b0a74d8038c09ecd141a81ca354ee00,17673,porto alegre,RS
093bd63fe3b05fba1d9ce1e06b79c3cc,16783,ribeirao preto,SP
6461a3dc08d9d2295366a5b21697579c,99628,sorocaba,SP
d331b2920ef5ff63e4ae8daea0e98a2a,23966,santos,SP
cbfa09951e8f7b914d558c8083a825ea,91511,ribeirao preto,SP
7ef2c350ce7045cde0c2da8ef6b949d5,63643,campinas,SP
847dde0e3b2a92279acf63fea5803abf,41414,campinas,SP
87cc7c22f80e54bed1b4ddd03c187fc8,58604,campinas,SP
df3748148ee04f8e9c3482887a654f43,2994,curitiba,PR
1dac38559c11a7c71ef995aa72203985,74160,caucaia,CE
aac96efd2904e1fd0b9e7ef0bb1a4cb3,70944,sao paulo,SP
c001279a64d229f54416a07b48f06ce8,19494,sorocaba,SP
a816ce0f179190d40ddfef0d6dbda57d,4226,city_rn_2,RN
0f6c1b318bb431a317455323a85e0c81,59997,betim,MG
121622ac16677c0687a059784846aa7f,23489,city_to_2,TO
50f7da133c9c30efc2761d01fef7e7bf,99077,campinas,SP
ae76dd41a47678aa0f7d8f2df88ce34e,83094,rio de janeiro,RJ
bf167aaea0f8308499524eea09affff4,60520,campinas,SP
4a22fc8315480f3bba74278a257ede80,78147,sorocaba,SP
417d1dfc812a27a80b3ff38b522056d9,98315,sorocaba,SP
57a7eb46b8c5aad135bd05799c31d3e0,36477,sao paulo,SP
885fe3a016b2f7cbb5a668394e3b66b7,36452,city_pi_2,PI
29406b76c31ed1213f7d7635cc2ff918,47058,city_ac_1,AC
e3a066bff815087cd44a1e2e1a120bc1,29975,sorocaba,SP
a9a857688664aeede59248854cfc0f21,41338,santos,SP
f0d80ad1ac0e6b1a394b58ddff5e4220,81351,petropolis,RJ
a4d3001ab49e34da131e9b3cab75a4b4,79465,campinas,SP
43136ca7f5f1674eec46d7fff234c2e8,92137,city_ma_2,MA
3357d81a31d67c108f88f44e1c57b05c,91396,belo horizonte,MG
bcc5782069331dc3d4f91e87ac7dbf81,73632,pelotas,RS
0d823e881bf5c8299cfd3c81f7428ebd,2737,porto alegre,RS
57fb196a3e923b3f03abc7feea511561,25838,ribeirao preto,SP
d07ca888b3f4291b87dd2b52800db68a,2090,niteroi,RJ
d862be571c182715892235f0f8b122ca,22763,santos,SP
9d4bd7a0c5cbd32ecfbedbe30a493af4,38697,ponta grossa,PR
837110d4c73de3a01627d6ff75896247,55833,city_ac_1,AC
0cea21f800faf464e8cf9482bd499145,9260,florianopolis,SC
ab17c50128d29f5b2cb06cc0f4b9e903,38503,city_pb_1,PB
b38d46ac125977d7a816cdd6104f1d93,80862,belo horizonte,MG
e876725ef58689c762bfc694c4c205f6,74651,city_rr_1,RR
cf73ac5ed7f780584121b470503eee3c,42261,sao paulo,SP
72561a1fd91a1365ad0a398eba71293a,37012,olinda,PE
7e51d582f18705f978f1b5bb03c6f15c,83683,londrina,PR
7bd53a0286eef2752243c1efa61c6bb0,39006,betim,MG
5f645d0248311e453d4660057ce6831a,62151,campinas,SP
8b3907c9e4fb16fc9ec88ac281f7b4c9,45895,sorocaba,SP
79dbec039c9fb07483c4a1c0ed7c8ac6,9138,ribeirao preto,SP
0401adbd78650f40152da4b7f8f03e2d,4394,sao paulo,SP
4ea6db045971232d3e7ddf74210cae78,11463,city_se_2,SE
6679e4ef117ed4f06dd7032fd2cb191d,80821,nova iguacu,RJ
22de6525e0e23f22971c364c1a6b697e,23463,betim,MG
aeabc9860103b1099279e439dc9b0663,6617,caxias do sul,RS
b44fc794054d3633fa955cd5833ca091,18572,sorocaba,SP
8c8951f018e84d19962e68d5e59ef0ee,39926,ribeirao preto,SP
bf087e402ba0897094d928a2ae338805,60367,porto alegre,RS
66be89d4cf05d04582574731f07b601c,79622,caucaia,CE
658c614de3ddd747bec2405415407e25,41204,campinas,SP
adb9e5225b749a007587a0d09fe549d5,80653,belo horizonte,MG
e9f82e08a72fcfddef9778d97cf89bef,96153,city_pi_1,PI
22096698bf8621b8e844bbcc8460307e,85918,rio de janeiro,RJ
a0c550b4d1ba2c0f7253e13c3c482e9f,93067,curitiba,PR
8d87c56b508d321a0a27f4c2273c09bb,78555,taguatinga,DF
bdefbaa0103417683e85d636b259be8e,52921,santos,SP
7ab6442711c50c6f6ec0c31570810bf5,54563,maringa,PR
1d960a3bf2c48988fb07bb2e3474b9b7,79532,ribeirao preto,SP
9b0920ddbb4596ddd016cf9128d5de8f,51749,uberlandia,MG
d582dce130229eead0297ac79bebcfb8,34809,blumenau,SC
5e9aa1e846bab066117c859eba2988ff,43441,niteroi,RJ
e986ebf3fb0a6ac30b90bdc68437ff28,98749,sao paulo,SP
ff5b8269d08ac14387093313ad592038,70592,nova iguacu,RJ
95a42963ffd51f3c1dc3f47df1e927e8,97792,santos,SP
3fb06158f94024d91b35c195ec5a1547,21130,betim,MG
7bea5754c096a8c97e3fc20c56a0aac1,84423,sorocaba,SP
2472cc0800ab9708ba302faf99968c22,66404,belo horizonte,MG
095fe6d9b12f8aa95b196c1fc3008e6e,42516,duque de caxias,RJ
13d292a13e9b6435c07129781db85815,92413,sao paulo,SP
1cab99054897aa80189a8594fd29baa8,67737,santos,SP
d8eed768f49c24efc059952368174c2f,47077,rio de janeiro,RJ
1f0cbb9b7b03455a9d95a358489cfa54,35623,santos,SP
5ba002ce136b7a586cc0450cdb7becbf,97453,ribeirao preto,SP
90ad0ff3ce29c9a3fba79db731370924,19979,contagem,MG
1b25422f6d2b2b505f1f58368c467d27,6605,ribeirao preto,SP
9db37bc9301e338ef0cdbb7ab0edcda2,72765,ponta grossa,PR
0974777496a702ca125829b8d9664285,58873,sao paulo,SP
3c3cff3eee023ebfea29aae8ad25f939,23664,campinas,SP
ecca4608edaf799b4ded281e2919dd25,59734,canoas,RS
6147ed110b22eb3587884c94bb1b0bb5,28446,blumenau,SC
954099e74ef1a18ed906dff2259d2c45,90757,city_ac_1,AC
e89e0ac26d2c935a335d267a05a141f0,88061,ribeirao preto,SP
16b23c5e7a8ee26fd31d11a439ebc3ad,46674,sorocaba,SP
a35363bb1222ed06f804454d94432b81,75118,londrina,PR
a5419441b85460c28b7a3f7ba182efa1,26233,pelotas,RS
7407946dead46234ae12b43ca218a38e,25566,campinas,SP
471851c15047b7c19ae9f581eb9f0e49,61860,sorocaba,SP
bfd87661891647e7d517ea1acf980b7d,23004,ribeirao preto,SP
72b653a7fcae3c4ce12a367c75fc539b,50532,city_ro_2,RO
89341b1385438c70f0106e498e195a3b,79145,betim,MG
dd39b8877bb7c372ea4813b38f04daad,74989,niteroi,RJ
2023d3290ff26fb5c47e1a53f27cbd85,26920,maringa,PR
7d7ab0fad9dd53418b787ae4c5942dc1,99938,city_ma_2,MA
19710e096e8c8883739c14aa681c3b88,55228,ponta grossa,PR
577a06426c3aa7d3c2a76d7c3d1d3d37,35515,campinas,SP
9a14aab233700247f7b32c8df1996848,24230,feira de santana,BA
1dcfa5c461c0386590d4c79b9d1e49de,76549,salvador,BA
94966f063d5b64272d0fb7246b4f0af5,99723,city_ma_2,MA
4571657cdd3c5c18a9f882362a14b521,1374,city_to_1,TO
62e2feb9feb6d91392d69c9e6b18e1e0,32448,city_al_2,AL
5f24acc08042f9928c8ad58b50246a49,79497,city_ac_1,AC
098583cc6a19f234ed5f1fd220db6cf7,87503,caxias do sul,RS
700ce61f7b04284654a40a3cda6c4b49,7253,petropolis,RJ
ea71ac4f85b602e72e626c3baf7fe27a,16533,city_ms_1,MS
b9eddaee87ada5f97555e9720a668a85,24357,campinas,SP
7a486091008bf312c4e3962165bd7112,86040,canoas,RS
156bcf40cbd6bbd9c9dfc25c0293072f,71848,santos,SP
483ea194a117c811879fead7a36b6bf4,89164,sorocaba,SP
72e966da135bb65f3bd7bc3a9efd2a9e,97969,city_ms_2,MS
46140cbdc6e8f9d36ed9e240c8ec1c64,3961,santos,SP
9cad9ba1ee024c61bd5da250e2c835f4,87084,sao paulo,SP
158dd04d2dd20786606a45cf269c0163,81681,rio de janeiro,RJ
fb96a60a7f5dd7595ee3d3ecec4420ef,78712,niteroi,RJ
837e5a152cc6fb05327119e4bf14996f,57965,sao paulo,SP
83469017221a21e492def6786c42c379,82648,contagem,MG
90e8319e5e11897873167c08a7327e34,72582,uberlandia,MG
420da74b9f6effd160080932cc053bbf,78532,petropolis,RJ
98247e42ed52afa539fd9da858da204b,86558,campinas,SP
828a894925aa5ffa444454062f062d09,7027,betim,MG
63956e9ecdf388b1c76058841b9e552a,89060,sorocaba,SP
0ff59c5a6ca7e4261778c3a4553482e8,11722,ponta grossa,PR
f3e60f62bbff72493e3cf8919b94da2d,88808,santos,SP
bb17b1fbe8b45ccbfb49d67a875e810f,26380,campinas,SP
1636c2aed4e5f5080024bc07446e2e56,26913,sorocaba,SP
a9c85e9918d76abd5b0d60c39158a3a1,24096,betim,MG
7f0c212cdb387a1a0342de99940e5969,84787,duque de caxias,RJ
d1cede6d6d6c182f1831a8252f8be6a3,16498,city_ms_1,MS
ce4a4da25dc4ecb22c96e9b7f661115d,32806,sorocaba,SP
a5bf66a05578748552046c63cd1ee03a,16813,sao paulo,SP
c80df773a025cf65fce2f3003b65d071,78063,campinas,SP
20ae1889c6eaa924e792df187f5c5675,96677,santos,SP
d39e475dd811783babaf9f1b464c0295,2432,brasilia,DF
028ce905e4f704bee81db511ddb0e524,45140,santos,SP
9e90cb3a6a6ee2df1c7334b8c8257184,59773,sorocaba,SP
1f2d5c1b2b768673b99fcd274e8179dd,17423,city_mt_1,MT
fc3c9591b14bd8efff0aeb8228e7317c,61385,londrina,PR
7ff411acb259d151dc27023067cb42ed,52676,city_se_1,SE
7fcd58214041ecae2aa203df1a5b77ce,36692,nova iguacu,RJ
71c5e77afb49bea9a7d19bb43107235f,72059,ribeirao preto,SP
2fd48c6b5c9fc6f2a97ff77e158d1a76,50909,petropolis,RJ
817fe7762f162c4cceb097081f26fcbd,48557,campinas,SP
8612bd9ef8a97ec7f8be36e0faf490a6,38832,sorocaba,SP
9777c0b8e5aec1a42baa51a0c0c6f4d7,74068,nova iguacu,RJ
184f287ef86720e9f17bef6a9cc0d8ae,83369,porto alegre,RS
851646b0d03e9d6a1953c410de587b19,81550,sao paulo,SP
6242e45156a239a8e39b2aa94b9e8f21,2394,uberlandia,MG
598f6da516a68c36f4bf5444744adfeb,82996,caxias do sul,RS
1fc18d53225765ff4e12638d41124976,66385,betim,MG
2aaeb0074c071f1bff421d20d2517e4b,79958,betim,MG
385d759ec8eece9fde4810a153187fb3,31199,city_rn_2,RN
5bccb4ecb837f617a6820aba956813d9,86546,city_pi_1,PI
21512714b88b2fab183cef2fc77f352b,85189,duque de caxias,RJ
f5eb323c40e62c5a97e4cad5f3657f47,58725,feira de santana,BA
052c17161902a75ec01119586f622e23,28147,juiz de fora,MG
12202ea46ab7a8f297d8cdfd2bddabd2,92487,nova iguacu,RJ
be031b0f4e89cde3eb1d063e09032c85,54936,city_al_2,AL
6ace44b4c0268153373bccd389615ca2,11900,city_ac_2,AC
4988e7a8feeda6c8f877e605649ba92b,15296,petropolis,RJ
46139e810be22080ab6cc4a188db86ba,10022,santos,SP
f395c07c031dbfa986421ca9fc13e587,19449,santos,SP
e801742f254efbbe9ed78ad56f5a5a2d,2303,belo horizonte,MG
da2d612adfb57a24fefe41c523f0eebb,41084,caxias do sul,RS
835df70465c55a6420343490c2dfa4f8,52562,duque de caxias,RJ
f7cc2c992b08794c839f18ccdb2f4c11,71405,city_rn_2,RN
e1c14124d76a2de83eab24cdfc3b59d3,81690,sorocaba,SP
2145597b9c1190cd4af7ed2204ba5e26,78189,city_mt_1,MT
9db0a2100b70c97d803d1e83ca67db5f,57411,city_ac_2,AC
d11ee11f5691991cc660329c570c4d55,49209,contagem,MG
fcabc0ea322fe141cccb506bc676addc,99777,sorocaba,SP
697f4b681989c92a845d00289fd3f516,28060,juiz de fora,MG
beb55be3f8f09cfb39633989c52d6499,97458,petropolis,RJ
4b4f3907b0263a15aab15401998bfd55,95139,city_ro_1,RO
92abda695e2753657d5d0f471e45900f,72188,city_to_1,TO
a9bbff0f7dd90d7f0af28b69948e0b06,89065,campinas,SP
1ed9a6b1aebf43989783307a40091940,65696,santos,SP
6f386a57fc43342bbae757552e8050b4,8516,santos,SP
b47e6ea476dd6dae4653654a05a4adec,49653,ribeirao preto,SP
7ab7d1e93f73f3bbe7ac1b24e978444a,98692,ribeirao preto,SP
fc942614f0a9414035ccd57826f34ded,76737,sao paulo,SP
f7ca4d50ef4f0ff14413e3f076fcfc6a,45596,rio de janeiro,RJ
f3d15b7f34463dade1feb5872b6455d4,66622,sao paulo,SP
9469947449292f8535e6fb477c2d331f,11903,sorocaba,SP
fe85f98df1583b1211c0dd4e8fbb4ee3,67487,sao paulo,SP
b36e4f4c97fda9c9212b2e93c35a9208,33052,city_pb_2,PB
f39be366a52c295970d88769e32353a0,21094,petropolis,RJ
fbd8071bcb6b4f6cd77fb146fd999fab,84033,curitiba,PR
fc865ee7a5210b960d58f9d8ca2a62de,75165,sorocaba,SP
c3fd4cf8a710a0f7087e4b68ab187f92,90310,campinas,SP
9319e7b14b5cd54499eae005c0b6bb54,86610,curitiba,PR
9caec16b02753795ded82998f0aaa5f7,75329,taguatinga,DF
b672184cfad81d1cb57fb879d63c14dd,34723,duque de caxias,RJ
0f4e1de4f973a44c2df19226b13ca897,51210,santos,SP
ead4c5882185a7b445d1cfff94a3ca08,65786,sorocaba,SP
f662cad5dcc75065f9ab85f50a814ff2,90502,santos,SP
ef9b7848411ca32b4325e3dcbfa98ab3,6111,santos,SP
980e3b27eefaae4968bd8434ac125f78,7599,niteroi,RJ
2aec84212db9b851b34d84955397c390,16060,londrina,PR
