product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
345851e7e5e8aece0da920c6bccdce85,watches_gifts,59,774,6,818,26,49,27
8c12951e8099201aa3c08efde7dafa08,garden_tools,46,1287,3,2599,22,56,27
26eaab72a5f5a37eb81876371422eaa8,cool_stuff,43,1524,4,100,69,53,57
23553c7f0c8c3f2b428e0396cc99aa75,health_beauty,66,1959,4,2969,40,13,17
8aa232c3a5f62ae75da88d32aba0f85c,watches_gifts,75,1966,3,643,72,42,47
db04d2a96d2146f51da29ca4e3ea9223,telephony,30,1448,2,2112,21,10,36
fe5a1f2de69136f238cd7c4e5c008fb2,stationery,69,1130,7,1383,29,46,36
5b3d795a359113c21c0354fb15b0a8d3,health_beauty,34,1559,2,1374,13,18,55
88f57245ca4b80678a7a95ce0c944457,computers_accessories,26,1257,4,653,14,55,66
30722bc09041eede830fadc9043185a0,books_general_interest,35,1144,4,100,16,31,13
c3fe34f20ff1c9f04510fa8e3aa4cfcc,cool_stuff,40,1767,6,1146,46,9,63
a9c2180c50874ad39f6d6f6399ca31dc,garden_tools,20,733,2,2408,73,37,33
a7008858f6a074828ee866fec2eedb7d,toys,77,341,2,542,14,23,30
3115b8ac989ddf9db7d27c40daa282ab,cool_stuff,57,1455,1,1730,46,46,64
4835f0427ceeb3778fc58f7037caf931,bed_bath_table,27,1780,4,650,44,13,39
92394d88c3737c154fe5e89fb24267b3,cool_stuff,52,1105,3,310,47,36,61
3176e70437cc4b8f4337485f23c5a926,sports_leisure,74,384,4,1839,47,50,68
21b4622d3eb834af62de1ce5e4fef7af,perfumery,26,1215,5,1270,22,56,14
ca65c70ae6567b0599270f5500b41eb2,furniture_decor,36,1743,7,1145,72,42,47
b82721d2a029962d9f76cbe3037c1d97,auto,70,1247,5,1693,22,36,8
73f0ee02864c4814b0566a8b614b6f95,computers_accessories,74,678,7,387,37,28,18
5465a9986d785f8281dfdd26cf64f23f,office_furniture,64,186,6,2348,74,39,65
78295c600749ac3bf9ea08fc57fcd51f,telephony,34,1140,4,1328,43,12,56
338b4da39dbea3af7ce62a8b77092484,watches_gifts,41,1357,3,1756,71,36,62
c4d81ca5b94ebff5426360040e185082,home_appliances,76,684,5,1226,50,57,48
93c4d9131f4505d4e6b2ba3d10ef2483,baby,75,1974,7,1677,62,27,17
8168258e083b87fe1fe3619f819a5038,health_beauty,22,1299,2,1020,77,31,9
0ebb16e97d152105408ea467f071a7af,housewares,65,1891,5,1402,15,43,40
c81a1091b4e753451d1d19d9ff5cb7d1,toys,43,1282,2,554,59,16,31
11a176ee2085dc4b96e0a2ce394d505f,auto,35,1099,5,485,53,53,55
332245d54082315ebf64b29fbfceaa65,garden_tools,48,1928,2,1596,71,24,66
31ad452e1063ecf1f3c73e1b0d666a26,pet_shop,58,596,4,3188,29,32,59
d81d3cf59b03dde5705da82da465bf14,bed_bath_table,43,816,6,480,65,19,56
3fdc703f3a15d3969b8231a616532103,pet_shop,68,358,4,1576,65,22,33
e246beaa68e819bbb17d0ff2d70dd49b,toys,67,1835,3,2828,15,33,31
b71f5ce7560b14db35f098dd680cfdfd,computers_accessories,76,1656,3,372,48,14,14
4ccc92ba086b1ccef9bfc6fcc1df5795,cool_stuff,36,773,4,1076,75,23,28
9c55334e6b311425f113ef27c6dbadee,watches_gifts,35,1945,5,1362,11,55,19
1f78f21e061bc1870a6f56838bbd144c,toys,61,565,1,1665,72,26,41
7a74250bc10c777dd0d2bec274a04960,furniture_decor,35,585,7,100,51,28,9
f79a850a26519dedd282e4ff74522225,perfumery,71,896,3,1606,71,19,40
534231f89964cdc62cdfc8b4e31af185,office_furniture,43,1796,4,936,29,13,31
a1730e2296cdc3ce6da4f4bfaa5e3d3a,bed_bath_table,32,214,5,100,44,52,42
73b4b47afd66d571a70f006140f0a832,furniture_decor,72,835,2,584,18,33,67
7215a9d1b20fd620044c584c07f7aa90,computers_accessories,69,1907,5,100,48,44,58
526f8a3bccefbb1df64fb9c387d1ba62,housewares,24,883,3,1552,39,30,31
4cf5395944a5d00056be8786ad28257d,computers_accessories,42,1540,6,888,23,5,58
0a9afa590257d02b2144cc08c65d42cc,health_beauty,39,864,4,1267,28,33,47
1955bb25e52e098a0e5ee9ae33e0f783,furniture_decor,55,682,7,1976,71,19,44
400002b31b903816020f2e52634b0d2e,telephony,71,1046,5,957,68,30,51
22fc05b947a2f22a82ea7541292d0769,furniture_decor,45,1818,1,1063,71,56,25
33c4516c16fc95aab7a0140892823fea,pet_shop,61,790,1,1576,29,50,45
440f1eacf8ca28ea512885e3966adaab,computers_accessories,43,1256,5,415,79,23,45
b4a2f64a5e7a75584e4b841e68dcbc70,health_beauty,64,1340,7,100,62,29,32
cdeb77d0f85fbfb93f110bb06ed8f0a1,bed_bath_table,67,659,5,1197,13,2,19
f4fe20a770bef0e4f598700b3da9bf80,auto,59,1369,7,561,79,54,28
c104ea02bf632b159f3eea5759003bdf,furniture_decor,42,1414,1,1214,32,35,19
a5fd680742bad5a839f467e6f82f54ee,telephony,52,398,4,1189,10,37,66
35d9de2b649818fae23fe84176675403,baby,79,330,3,1596,28,50,59
96d8dd81e5272148ad110382bd7eb819,toys,21,1513,7,603,37,27,68
92d9cefc18977f36b404c60f025f4fba,watches_gifts,62,108,2,1695,42,41,26
aa0c0076c667a299b8e59fe637472843,garden_tools,70,1774,3,1359,53,12,18
f14ff33a26fd99b7512d429201be7053,toys,29,997,2,391,76,26,15
9bed78bf2f2debb9b8d463dd0ae0f0c4,auto,61,1625,3,2416,40,52,48
e813d9cfc138e134a1b20259a98407b0,toys,43,1654,7,100,16,4,35
b5709413388097a748700084f5b0f6ec,pet_shop,70,317,7,1313,48,17,64
c7d484587d33deab0cdffcb5a6a6b420,computers_accessories,66,871,5,321,71,6,68
e20ec6d3367e8ac0d5d356f9962cb5a8,perfumery,73,1207,4,2056,27,34,30
c554a96126bc06a18771d1e8e1702902,health_beauty,53,1243,3,2181,20,46,65
7434e4a1e3ce6c6a349f36145bcac4fe,toys,32,1121,2,619,53,32,64
c51f9578a5795692bfddf691e5ef21ba,home_appliances,22,1626,2,1714,62,46,58
714d11d8ccd30d708e599e5fd0db756b,watches_gifts,53,562,4,1540,44,19,60
a67592fecd022a8819199c7d4c44dc9e,baby,73,1097,4,1001,37,35,68
28d905dcf9d2888fd2351df2a8fab119,health_beauty,37,1781,3,507,45,27,38
98da734c622f72a5312ea280bd48b19e,telephony,78,468,6,2180,53,42,54
db87993f7582b4e436adc012124f7870,pet_shop,68,1153,3,1795,31,26,41
e3947c0bdfb4923bb950db2ae4a26b96,housewares,50,1280,3,723,66,50,18
99a1280b9caf293bafe079a820b3373b,books_general_interest,56,311,4,746,77,44,33
42b1f2ba08d49ddc87046136db578cd7,perfumery,58,1578,6,1600,58,43,41
5ba3939f1bd7535225f0849992fec1dd,furniture_decor,59,1208,4,1290,54,21,28
894add463fea173e843e0a05a3b9cafe,garden_tools,40,764,2,2364,31,26,31
4611b47362a10cf17aa62ccbb4e07e79,cool_stuff,46,392,1,3277,79,34,41
175cbad8715e3ec0e4cbb653d0b1dd36,electronics,38,723,4,2782,52,44,31
52cc00d7aaaac8fe2b85bba265d5ecd3,furniture_decor,27,1729,2,100,30,9,49
8e30b0d22f85d99fa6ba575903a8c25b,cool_stuff,44,1600,2,1682,59,41,33
8c8af572f07a0ed0335324e966bd4d3f,pet_shop,75,1999,5,100,44,34,68
c699bc9b5a05dc0a18a6ef95860839fa,pet_shop,63,235,4,1503,66,29,11
3146e3a22e3a51cb9926a5f46bb38416,baby,56,1065,1,100,33,31,65
acb01c445d0a5426dbc8942849c1e9e1,furniture_decor,29,115,1,1598,42,31,31
381ec7a9a14665e02170d56f9155ae54,auto,53,337,6,100,55,29,24
a28663946f938bfd4c412fe2a6bb9cbc,health_beauty,26,121,5,113,44,52,31
7157bd6a99e44a49259f9c7890587a67,garden_tools,65,649,7,1156,12,24,37
486e6a0300035b2bbd93fd98da5ce02e,bed_bath_table,58,980,3,1374,27,40,45
506674bd6b3bf007158a5382f2dba78f,sports_leisure,47,1088,5,1620,15,40,35
9ca89b2fd737d3ba9d53bfb6dd226334,housewares,36,208,1,2063,53,37,35
bd857f82e571c449dfa0d3126798d02f,auto,47,1217,3,171,45,24,27
1e7873ab2695de233f2d11147d13fb45,office_furniture,33,507,6,2608,48,12,48
6394882d43e15a097d27897e59f8e7b1,toys,65,1729,2,1042,74,2,41
6d04dd5733bfad5883e25bdc1e8ef8a5,telephony,57,1404,5,1098,55,17,60
b228510af99f0440d8053e4eab6700d4,office_furniture,75,913,5,587,59,8,47
3fc8c20d8f205f8c920a2e4aaf97351f,watches_gifts,49,415,6,2957,60,4,13
8342df5c37645b75257cf4cacfb1ecea,housewares,78,1918,6,100,27,42,23
6613316818b2019f5c3466961efef2f7,cool_stuff,55,606,2,1034,57,36,8
f4bf14a2050516c05efe7d38ffcb4392,health_beauty,65,1004,4,161,60,34,14
2b069ced83617e8346ec9b69ed59166e,watches_gifts,30,1866,2,1049,79,49,8
9eb403bd90482da860d842bbb1f95a71,watches_gifts,42,1890,7,324,29,8,19
1b8cadbc455d97b1d937cfdf970f0c96,housewares,33,1721,5,1079,53,56,32
b03512130a3a84de3abf2f5f49d885e8,furniture_decor,29,941,2,1574,74,26,35
ae2755f3560208ab285438aa7ab85e77,housewares,64,930,2,1211,48,23,53
9701f1cf78136d53a3c79960f68d866c,furniture_decor,73,1686,2,2713,29,50,18
24daf0d22ce320063ecae4c0c1effeb6,perfumery,36,1721,5,315,25,15,62
02b6d55ef695bfde2b3a57959ab5562f,electronics,39,1472,7,190,13,49,58
e63d3ca4a053345cc05b3a86efeeaad9,fashion_bags_accessories,62,566,3,100,11,47,20
66c60ecd616a829b2c139754c8633aa5,health_beauty,58,204,5,577,12,57,20
d70b3b2dad3bf9f664202a69e32b7f3e,bed_bath_table,41,682,3,100,24,11,18
15350540572ed5d324abbca8313bc16e,sports_leisure,40,639,6,100,44,56,37
8cf8052e8ca1ea490dfa00fdb7076c90,housewares,38,420,6,2619,27,55,38
81369cc21c08f8191e22d4f88a914c44,health_beauty,25,1925,6,981,34,40,52
efbfaa11f61194f5a47c1e81b1ada0e6,health_beauty,36,1967,1,441,31,5,25
a2bebb0ab792b3d11a329534468a221a,health_beauty,30,517,2,1069,39,10,29
2f879ef994b20352cbca2680f97173c2,housewares,54,1628,7,100,51,43,15
0e6fb78287f989f9dcb0b376ab4bbd45,cool_stuff,45,1298,7,100,58,20,21
b41f0cd0c5e0b242721b6df517dfc412,perfumery,28,543,5,100,62,21,22
5a6ace71de68d6c8470d92b6f2a7eb4f,watches_gifts,53,544,7,1409,30,44,50
da70490ab069d2a4a6cd0415857ff197,health_beauty,79,874,5,1470,15,21,13
d83d58203e0429a13092296a1a0691a4,furniture_decor,68,263,2,1561,45,19,53
7ac2788a45b5d6b9b25dc35654a21174,health_beauty,64,1287,5,1107,39,25,62
da7b5b10eddae4aa972cf62b61bc9efb,garden_tools,61,1349,6,2007,18,12,57
ac778d13d14bc91fba89c49022b73a0a,watches_gifts,20,1365,5,929,67,25,61
3e0420414c2af430477a746cb041db61,health_beauty,46,1044,4,1528,14,30,55
aafea70eb3b5a600e0039a3df9dc9f3e,baby,35,1251,5,100,58,45,33
1a7957e449d68f683c9646a21a28d566,telephony,58,1866,7,2017,40,57,49
05a7f7b192b9c56c99e85fff1539d116,bed_bath_table,27,1826,5,1615,69,54,60
6161f03f7c0612c21404722010ee9bd8,health_beauty,29,1861,3,1885,14,17,56
5aab7d391fca09b9bc18218af0565145,pet_shop,34,1147,1,1831,24,34,10
7b66ab7c3bde43f88e559f344bdfcd13,fashion_bags_accessories,41,420,3,1114,73,13,58
7a1c6dc83971298d16c5fdda34901149,electronics,65,169,7,1987,73,22,16
cd1d043f0fbd6ac74849a7618ff60129,sports_leisure,59,1437,1,963,54,35,58
7d85653fb3b3ac9953c219f476f6a865,sports_leisure,76,528,7,1382,12,46,51
cd5d4c6050d939375e34a8a4595c9522,health_beauty,49,357,6,739,37,51,52
668131c52760eb7eeb99ccddca3550a9,health_beauty,56,1979,5,2243,65,7,51
df5921ff652ba54ad14544f075d7ea0b,computers_accessories,56,730,7,904,52,43,63
7c37ab38550acb8ba259e756770decd8,books_general_interest,75,442,1,688,14,22,45
acc31aab78d22b15f8a2e127654d708e,health_beauty,24,1212,1,874,62,12,66
dd625ae07ff57dc6a248f7e3be0206af,furniture_decor,51,184,7,2246,52,29,62
c3caeba367d8aff6bb54ca4002c3ec71,cool_stuff,49,1342,2,345,18,56,21
a18c7678e701bc953ce587879bc91fd8,fashion_bags_accessories,79,1897,4,1079,44,52,48
26df6cd327bf7e22a89e029d59cef056,sports_leisure,30,1360,7,1737,25,25,44
4295b811847a03158e314fe3c0fd95c0,bed_bath_table,71,1152,5,566,25,47,25
c0d11f10a3af951e083eda3117bf691e,watches_gifts,31,663,5,1782,58,13,60
667e913e825bfe1f4d1cf21b59c91baf,computers_accessories,43,975,2,1281,20,23,69
6838f3c10eada0c748f65dfa60129cf4,housewares,76,152,7,1297,53,7,18
e13736155798bfac25fcb7c2904db820,baby,64,1945,6,1989,12,10,53
9c89cd899b21597ee86a7af647ac3960,toys,32,808,4,2189,71,6,14
80443a1c9c9253bf346e8695ebcc0f8f,perfumery,38,1873,3,2351,51,56,44
800da1da098cf2cc54d6d69ffd750983,audio,78,1590,7,100,37,29,14
99008d36a60149c42e10270312280cb0,furniture_decor,73,969,6,817,43,35,36
adb448de1e362c0a5abcf78c9eafea0c,perfumery,48,219,7,1411,21,23,46
090dc3cbd15f3c65c85dc6549a64b09e,housewares,20,1357,2,1027,74,28,34
53a60a8cbd982bc779bdf7b27767a0c1,garden_tools,71,609,5,100,78,22,31
5e5307f3c0c79917c30dbaf7030db8bf,luggage_accessories,72,547,7,956,22,50,58
be18a10b2a8654787781ab2ccb1da48f,watches_gifts,72,1521,2,1484,13,4,42
12eb43ca4cfb0bc3b3455f70548b6dc0,furniture_decor,56,789,1,1009,30,15,63
66beacb0cb70c4ecfdc721fab1420786,computers_accessories,20,1286,3,653,10,19,33
03bfca4308bbbb2049366b088456b13c,auto,21,561,6,855,45,56,26
c0f6b56fcbb19c61a603e191578d1d4b,health_beauty,43,185,6,1218,37,7,33
9ba769a5d72cad1975350c91c3b91b84,furniture_decor,62,1848,4,1350,42,17,53
f8ffe56a959acbf1786299428460020a,fashion_bags_accessories,29,346,6,686,23,19,22
78931401f33c4c4ee6efa58506d8039d,bed_bath_table,61,710,5,689,53,23,11
39347f90f6c6915badcb0092ec90314b,bed_bath_table,33,294,3,1346,10,3,20
a31953db6857792f30a16f56b079b260,furniture_decor,43,1672,7,100,74,40,63
24d5b54bd283f79ceeb5197ac312ce77,musical_instruments,45,324,2,2260,68,12,15
1ef0c010ac9ce0a5d47afee6c1500ae8,cool_stuff,20,364,5,592,43,17,40
b707d14f286e6454fd1566a4ed3869d3,cool_stuff,25,1742,6,647,33,13,31
80e4ac3dd8634a7b4db5471282b08e9f,cool_stuff,50,435,6,621,66,52,54
b9e827fb5152eae63d7477cc5cac22b9,housewares,70,1782,7,613,33,48,50
9537cfa53f6bd125a1a59436e2cb3f52,perfumery,26,858,7,825,61,32,34
76d653ad86c642713c58839be2bf192d,garden_tools,79,962,4,393,32,54,14
e299803c9df1aec685905ea5dfcb3c58,furniture_decor,22,1893,2,100,77,14,18
39d8abbe87f76ab1cface8c8dc49ef8f,health_beauty,56,892,2,593,13,4,43
050ab0a95dfc9b36fb707e4fc2f72435,computers_accessories,40,1159,6,1335,21,55,40
0f4654abfdfed27829316d3088ddd06b,bed_bath_table,78,1716,3,922,75,30,46
837f3bcbee78c5fcc07f7b5a5ad59a61,watches_gifts,24,1619,1,724,44,59,22
09dc1f532254cae4c23874551f98533b,computers_accessories,58,1271,2,1404,77,51,65
a30e1740c416b127b2dd927e509621ab,health_beauty,47,1379,4,1841,25,11,40
a326255714ae234939d80acc2323b8da,furniture_decor,31,1115,3,1879,42,12,20
c7e1facb1f1c10b46851b66b60997ddb,electronics,20,1319,6,1444,30,16,56
89ca4fc14e217e82213b7d1422c0ef45,auto,24,484,7,1173,52,7,57
9237f861d23876c1fb4901a5ccd9673c,telephony,73,295,2,2246,31,27,42
61d1ae8f89da3e1efdcf9a33bdf2486f,telephony,75,150,6,420,48,50,54
12ab1e5da355aa92ec1a0096b881f758,auto,70,1467,5,1679,77,38,51
b84cec9e00674e4588458fa9c8f8e641,furniture_decor,49,1608,6,2822,26,47,15
3387e6b0f8de6c9ee3285b059089bc76,stationery,55,763,5,2231,79,59,67
fc8976813c1a70cf2b652b20eff6da99,watches_gifts,20,1928,3,1070,22,54,69
ddb4c101ea3d48fda3a097dbb4c6982d,watches_gifts,22,770,3,1019,41,25,24
17163977b03154691a7f5d78895c306a,auto,33,183,5,983,43,19,55
b3ce6ffa3bfc49293b8028a311ada4f0,fashion_bags_accessories,69,723,6,912,25,25,18
7e73bcb4d35df54a07384a43fca74f77,garden_tools,66,1540,4,1399,20,25,22
965ab3a1134e7004f2926c41512715ea,furniture_decor,67,1182,5,1361,71,33,61
6fce7a52b332ab8e2e04a6260ac92fdf,health_beauty,69,1624,5,2046,38,24,69
edcd7f89c92511d12412a850f6be73ed,baby,61,676,2,697,61,43,52
6329c35dc1bf3d6781fb763ad254c076,housewares,28,1437,4,100,46,44,47
6ebd5f83c5e4df6e145132b3b24df9da,bed_bath_table,76,1207,1,277,59,28,9
6a2a957dc97303dfc624cb9cd07dadcf,sports_leisure,25,1100,2,1652,42,30,32
b62c11d2d5c7deb6328473b70566dcc9,auto,47,281,6,1167,79,36,27
550fccc94bf3edfe5f4cc08a7a97e43d,furniture_decor,30,101,5,489,43,42,17
0e5c654530ce515c7b94695b9262af09,bed_bath_table,22,1861,3,1480,62,15,12
4170596ff10c2290283eee7189f823b3,health_beauty,64,907,1,859,76,31,14
c38309c390ba6304d3509c71e073b122,bed_bath_table,71,594,5,578,33,23,52
f36f951487a79463536fadabc66b3654,health_beauty,25,698,4,100,49,47,30
3eca8290db61fd929498d104158c8943,perfumery,29,1724,2,313,15,7,55
58a650fb9e9b28f8668ed9b7af2032ca,garden_tools,62,574,6,422,55,19,37
78e41805afeb841b9ce7c484af6e9b8c,computers_accessories,78,334,5,1767,53,51,21
fecf674114f031bed0d2bc8bf7950064,bed_bath_table,44,1550,1,963,53,29,45
cf863092171f9c8365401c6f1b7562d8,housewares,27,1429,5,100,28,55,25
3f2bea5d7820634c0f20af0c4f1430c0,garden_tools,50,1591,2,1003,54,53,54
db1b3660b3967469e5e5b39a5e04dc2b,books_general_interest,24,135,4,1450,67,31,29
f142445a0e8c138dee4ec9398328d147,home_appliances,51,440,3,2197,39,30,56
ce2c9a30ab8cbf8365f2fed194e957a4,office_furniture,60,870,4,1644,47,53,24
0829d6faa39b0a2f95a71ea6bb500969,perfumery,76,976,1,1982,65,14,35
81d3f3131c049af0b5464fe3a9dcbf14,electronics,69,1734,3,1741,39,32,58
8894c534ebde5c6e507990a929d3ec98,stationery,20,1070,5,1230,17,24,10
fd703644483c28166e46eca5e8a38433,fashion_bags_accessories,49,532,6,1174,35,53,67
8ecf5461e207115dcf9f6219058d813f,computers_accessories,68,235,3,452,69,6,18
84c88c7ce3bb0b5670a9a8c90857c18e,fashion_bags_accessories,72,298,7,271,72,14,50
b592f43d8ddbc3615019fcbf9f84f0c6,electronics,50,119,4,307,75,53,19
2f48e16814a355fe06bbb399c85ae6e2,housewares,66,1474,4,138,27,49,15
c5e66ab5799bdf3cf3ceceba553dbeec,health_beauty,73,1859,6,2079,16,12,69
a14db3b485009a9c5d071fc2bd062976,health_beauty,54,687,6,843,20,15,33
36db01a0c16e92b3d995b4c5f98810c3,luggage_accessories,38,1285,3,1174,23,48,67
5e4d57d36160641ac10fd53e0b76edcf,cool_stuff,38,1081,6,1615,16,27,24
6a34fc595ec28f2bc32841ad0cdaf252,fashion_bags_accessories,55,1293,4,699,76,18,22
fab45e31554d154a2bf7a981d6ecf1df,watches_gifts,61,1180,6,846,61,59,18
9d08f1d79f34641d1f97602134b0d087,health_beauty,55,1978,4,1658,23,56,10
8019ffd08dd32102a21ad5ceed40058c,computers_accessories,77,1582,2,1166,56,58,9
40fd2bb639bfbc892859f321c4e75c54,sports_leisure,71,1600,5,2058,27,4,61
dcd39b93034e24d3f991790fd9e5a5f3,health_beauty,72,1581,1,100,46,7,65
1dcb97a698aaa628f9e8b742aa907811,telephony,30,796,5,100,55,15,68
2bb7f693fb912c5822581e6a05858358,sports_leisure,52,388,2,541,41,17,51
f15553962ce774cf69042735eaf33094,electronics,50,854,7,1441,45,5,37
116e3b12f73197844701548c893b07f6,cool_stuff,31,553,3,324,19,7,22
deaee5a6918c264eb464195218545232,bed_bath_table,44,1593,4,1223,12,43,15
53b91ab0e5022819484765484a0a34bb,musical_instruments,71,189,4,1147,43,39,24
bbf2234776433d7cca93b045e7492717,books_general_interest,48,1962,3,1127,77,53,66
22ca9d5c46e841189b0aa2bd38c7a23b,health_beauty,23,1803,6,948,16,10,37
d5e693aecde8f317323869bc2d5e37c9,health_beauty,25,143,7,789,20,42,22
91dc9f46474f87ef9e043ccc407648fc,cool_stuff,70,850,3,934,60,11,19
8dff9d67eceaf78a7c9147eae31fb98e,furniture_decor,57,1900,4,1105,40,32,51
b3094f7b32aec52172dd0ff2d7c7b7e0,books_general_interest,30,276,1,2013,30,43,62
f509dc31d7eddf73446fab1fe6d2fc1d,auto,20,394,6,1218,62,3,65
16b7221d598b5f5bdc443c97612385d5,electronics,65,1765,1,900,55,22,40
b4394479877261be5d8ecb489616b0b9,housewares,29,206,6,1671,34,34,53
395121a56d04b9b6095b6a6513410683,health_beauty,61,496,5,1495,75,41,67
f57c69d01687219e5b68627e0fdb30d8,garden_tools,50,1601,7,1422,30,38,52
4f23e6c37cb802b3d019cae6fe4b37db,bed_bath_table,72,1892,2,1571,12,17,48
091a6ddc6fbe67e79af188a47d42d2ba,sports_leisure,33,686,5,2911,17,26,19
31dc742a03e11d6f25127d2047f16407,stationery,34,296,6,584,25,2,43
30de7983a775abb007c10d9830c5ac14,furniture_decor,37,1543,1,1559,65,20,60
80e740af6a69aab58a668c27e830eb79,bed_bath_table,20,1907,7,1032,15,58,52
9a14b8eef0cc05a0e0c9ea8c2eaee1fc,health_beauty,51,1020,1,100,54,9,35
0720ad5281c5785835d2bfd6be7b9afc,watches_gifts,34,1819,7,861,76,20,57
890cbaa06106b0b4aa1ea0030048f360,cool_stuff,74,1687,2,588,28,33,67
ebcee312f76acf93652fc7d8826f9741,books_general_interest,66,756,7,1443,65,43,56
a186547cd3a301d23d2a54d7152e49ca,health_beauty,47,656,6,803,38,16,52
6e8baaa51c66eb41197679a49674051b,books_general_interest,78,847,1,1449,72,53,54
ce3aa8464ea145bbd686832b99953f7a,bed_bath_table,75,240,2,1629,50,44,43
4956ab6859fbe27a2636201aee6643dc,housewares,34,1260,6,722,64,40,65
c1d96e3f18746cbc65c257669be5c2fa,health_beauty,28,731,6,1863,11,9,63
b1f186e0c3c86deb33f428491b58e4c3,luggage_accessories,60,1798,5,2596,73,14,17
c11a322f20f2c6bc4fd164f164f08609,bed_bath_table,33,1973,5,1363,30,28,58
891171296e252b4d6b7a45a617e00feb,bed_bath_table,79,181,4,2948,61,44,50
27601d090f3b12d7f61ddfe035e739ca,books_general_interest,23,1187,1,1335,72,3,56
0676b05b35fd33ddbb3ceb680b029fcb,telephony,52,992,1,1360,60,8,30
7fe1840bb7e584ebd9986fdf6287c5ea,furniture_decor,59,261,2,1286,71,5,37
c53e62dbfde7c49f14d325430afdfd40,housewares,73,889,6,3042,23,43,32
58dee6121c51db0f6bd4b1e92e9c6b1d,sports_leisure,37,1483,2,1856,42,49,14
9b7e8e9c24e403a31e6a147789d2e49a,bed_bath_table,51,1907,3,1295,35,2,23
5ea3c65e873b4f0aca296a6b90df7853,audio,69,1566,1,522,47,57,21
7e974e08476d5c576367862a36a0080f,sports_leisure,59,1319,6,2296,24,42,54
94cc6a9840f35a542602d24ced0b9778,health_beauty,42,1191,2,478,26,45,50
3ae9d44d12e2f42c4b66952f7063a6d6,health_beauty,62,991,2,1878,48,34,15
1e6696cd756fc40b9a3cd30c58a15a17,bed_bath_table,39,1082,3,757,15,57,19
4dd985aed49968f0fe5614749f522bc5,health_beauty,23,1733,6,711,45,31,17
eee70f99e836696f9c43dd57408ad7a3,housewares,27,432,5,1016,76,59,22
0a74d7a5a9620f615683cdc910ca5667,housewares,32,388,3,524,79,5,24
c5bcd29152bb9bad447bcdfee34cfdd6,baby,45,1853,7,100,46,43,12
7eb9c6e5e1cdd347527b39c09a80998d,furniture_decor,33,1163,4,129,40,37,14
3efa0340569101d878f2a58ecc5ac503,watches_gifts,29,1578,4,1393,78,20,49
3364216d807ca8f520af4c41832b5aa9,stationery,54,133,3,628,22,11,40
9aa3991abc3bc901abb9cfe1fa122189,musical_instruments,54,490,2,100,51,37,36
f1f4cc17a30403c06f3a81d46e2ae72c,bed_bath_table,22,1267,3,100,73,6,27
b35d929a385614feaa7805996fcc47a0,perfumery,48,1980,5,1842,36,57,20
1ca3d6084be17252b2ff748cc24af722,baby,44,1714,1,2709,57,27,42
812ce677aa7e06f444df6674e6834159,bed_bath_table,68,431,7,1473,37,18,69
6e23957409659f3e2db4e969b13738e2,garden_tools,48,480,5,629,63,17,25
ffe1d65447a1fc072c0f9b606744ff92,office_furniture,75,951,5,2448,39,40,46
27674dca554a63da4fa9645b8f4ad1bb,toys,41,1738,3,100,33,58,39
